length_km,gap_pct
47.84408377181979,6.356489849350507
11.176408693878198,4.154625209758831
41.593799378452005,5.766781233388163
8.314824031018993,1.9122796005396854
26.127426205391675,4.542937375358726
7.660060597004825,1.0343539113302038
34.76278750927543,3.6749999965309375
42.24563849130167,4.463417049422805
21.849940872843852,4.272442632019426
47.889374169214946,7.003553941384686
41.44131241285512,4.738637781792085
17.572550311107225,4.337749014850101
29.212266849281164,4.281969243029392
37.91179137071537,3.039087385711177
41.52809291421498,6.392189597879097
46.73848507172749,5.899389691004676
8.104740051875137,-0.5206339306826078
37.533430341152936,5.777238909687096
7.828218299523296,0.9221614194008014
45.419909049533416,5.361875181837366
12.079607250051845,2.834396744851894
42.8087477453747,2.3483046418564015
16.009575411074067,0.505198714405998
48.521688042109766,5.685822305353696
26.373876467226612,4.038610539209895
16.801253379537005,1.518489480142553
14.8392423410693,0.7856332210430117
30.687384795164125,2.603851545628655
17.354458379247575,2.4065952746958095
34.253789901899005,5.622984683910413
8.566828452583808,-0.6469837551224362
13.239000450417876,-1.0318884598236862
43.624818056749376,5.28891390114224
30.418023201360036,3.5771355869440074
13.837169742556153,0.7969896828587546
8.321330128468425,2.416173764085072
