p_l3plus_MW,p_l3nl_MW
0.23516484491697556,0.5875318792406298
-0.3279370296356075,0.659076709289386
-0.15431272486912156,0.22227336311732604
0.9307589564767198,1.081729542571651
0.7161936758057872,0.5042631949724132
0.021349790898566534,0.9653241199644991
-0.047862611899361585,0.839183258814451
-0.3541726366996921,0.4466560075310305
0.10318406638284061,0.1957955819918526
0.26446892319170495,0.4986885721222891
0.41371046582686155,0.5647716558014562
0.3875862100568744,0.5337173234005874
-0.16648850080721272,0.34991403302022595
0.1985187174654897,-0.4574581745929954
0.35370223743775203,0.3478887128947938
1.1339580456918963,-0.30596601276471935
1.101365198802631,0.3386558157517444
0.23694735553540122,0.06486053118537694
-0.2989334463900677,-0.19403355518270043
0.1438620203342656,0.11211295069422367
-0.21078449312019507,0.2113192959996497
-0.030740115651925748,-0.17471379181407476
0.15040895756998174,-0.49559063052867636
-0.10083247937640244,0.07058896928820008
0.7056338022740064,-0.3422196795459297
0.29612479324254265,0.02066996425903367
0.14126112923099182,0.6527978774124187
0.20125317053244962,-0.08283373375557918
0.006360711292319521,0.6948711657216627
-0.0783084838529226,-0.08270977725432782
0.021105214907314943,0.2762532184622305
0.02790030432483359,0.223538695461988
0.34116536647084794,0.23306545360659958
0.24832521551679118,0.5161985309673373
-0.13360582925671582,1.357342673579502
0.2843043405466969,0.36681463012251986
-0.29890964286539523,0.48716767059629235
0.21084639258590276,0.22988356601782028
0.13851291508383215,0.5645880018969051
-0.6776576142898867,0.32357976195419735
0.4409727689623687,0.7981890451776816
0.4632930584796256,0.438757235598503
0.10721804452115476,0.9079172609163398
0.1776058096360327,-0.334507018501866
0.4089452148545025,0.5967198700810796
-0.3510986543923185,0.5061793813313216
0.38020848201430457,0.4739226085068512
0.12032646938632585,0.15026064660452415
0.3224809303364427,0.2139134761563822
0.09809566006241299,0.29525982811185425
0.6172296450499748,0.6422766739682478
0.26179351517764915,1.192468018537172
0.31872504052174916,0.9163541386204934
0.2500451922787428,0.11398776293296792
0.6239600159343939,0.05771472844864306
-0.34561372492563075,0.41691198701390175
0.5973600875278151,0.832565868478566
0.605691498110602,0.24707603886821333
0.7503614493023714,0.4555360707804674
0.4629531469662598,0.6676902731651129
0.08314203776842799,0.8294530966188218
0.17481812093713103,0.20466880001559146
0.7164199788256018,0.02157732044759403
0.407360924532078,-0.4014014527707217
0.38971903736679925,0.052473545947934574
-0.41054136965457244,-0.48659646656355
0.7903438715325191,0.9220521799997841
1.1459054736154797,0.4199121070513567
0.6759928787799525,0.38618813840046073
0.36968863125351603,1.0386839909513592
-0.29793149070511815,1.0408029656611009
0.5420774460571479,-0.3836330731006484
0.2309424534874148,0.7019206027306522
-0.9039990983298456,0.8879541736864145
0.7678580708036542,0.39608372192813907
-0.2583561463960657,0.1987834072965498
-0.32226940152052796,0.3364376668248189
0.0019593146742785117,-0.26821117399060723
0.9743886721397096,0.9834633747920253
0.43705213632250633,-0.2131280962229869
0.44558596078583074,-0.08177300702454943
1.2036426974129293,0.27702182926941743
1.2308107580692538,0.4222476095754649
0.30686725055352637,0.48669606989681397
0.22568632384442816,0.5139837649466209
-0.42714647315065496,0.14647638469834778
0.028621209039684514,0.8962754720056381
0.5203252528584651,-0.4977803797609707
0.7624151354500103,0.6760987151174129
0.537019435496361,0.2870068457216097
0.8712496088046416,0.49206349705319363
0.09817069450666466,0.6642013985355044
0.29591937738504737,0.013146788873759974
0.9117528001236189,0.3966927092361066
0.6688941197693847,0.759750585159795
1.006193263278159,0.6985482889674313
0.3746559356370227,-0.07251104943934067
0.27815112840629874,1.327869839404083
0.2970281578797693,1.0524413128542283
-0.4367638118005915,-0.5152767376730576
-0.4901964764270419,0.5054123613280859
0.5267268476365851,1.2752277012900122
0.37617209788528433,0.7894653987196484
0.8943363055205031,0.9863889484348463
-0.601859918393282,0.20117029671925862
0.09682113551561264,0.10711184809265106
0.1103964360942542,0.39903200198979505
0.02413915831392144,0.3206413036942104
-0.7777617165252684,0.7074127813373395
0.17764436297535452,0.24446878379965425
0.9384789699712648,0.40625486522101395
0.6510497118295209,0.06541792337638419
-0.08478542675339534,0.22692532989771808
0.3576895791445308,0.07068529240960308
0.7616769923428242,0.3783649377039352
-1.1677338042529881,0.6596382434075917
0.35672996503926524,0.6411317552015807
0.5145060179060035,0.48136781259097033
0.8742785158640085,0.7793358312921221
1.2586745142751874,0.5052175727008743
0.9593791795050212,0.410307500631536
0.44080855683026077,0.20671760928660138
0.5098738495217481,0.724313019886616
0.46349774439218044,-0.35776136248566126
-0.06904447075908896,0.7650203371512312
0.4153387764132316,0.5287421638577379
0.5041298986665794,-0.24499320567133934
1.491725015614405,0.4159724789246517
0.027633266465943537,-0.15209051527200046
0.4743468521242516,0.6576707180313067
0.34408167693319813,-0.005325967224826422
1.1737264405801744,1.0549035625451952
0.38331981619222916,0.1567498178181822
0.8734093951924861,-0.7535930992174117
0.0946523763326404,0.40062729294808275
0.5161719271391261,-0.07112907589486683
0.26816369507797516,0.4149906097240702
0.727604007532963,0.8142518838616357
0.8749903661294276,0.671760356902657
-0.529986497542049,-0.27741962525082065
0.0960752749125175,0.35757243505218517
0.4604914260033537,1.0504538916877122
0.040214925678190905,0.5611895735483694
-0.508254818621602,0.29325447097661944
0.7982851648434968,0.7456105723847768
0.42514560015098746,1.1830771089532743
0.8258519141201217,1.2132666909647902
0.11555110557389,0.4695437218414887
1.046692570210785,0.7775349029085326
0.25981151536111324,0.6932044479209574
0.8165888821412237,0.06516702878251321
-0.12979849275654026,-0.04307167072003848
-0.13771888163244522,0.3566778432078056
0.4812718381598692,0.0664399337349259
-0.03278014728739431,0.34648760681112944
0.6679766432011193,0.4240216433835544
0.29280216244606166,1.120141264428413
-0.2106347750207216,-0.051358566234267045
0.6801281623566432,0.7270737203183424
0.09634962138411893,0.2489074307164948
0.670451862925641,0.41790848231004873
0.11508264249420269,0.9287532240368757
0.38401673954924515,0.5290521212320294
0.756898593282249,-0.15836502205720243
1.4639684948106382,-0.2530556587051588
1.2776146693223578,-0.04843043648294887
0.1366500971808365,0.33069988667322925
0.6044692019399195,0.607475333100628
1.1406890468613007,0.03302101597195972
0.3268006783645086,0.30863251821599036
-0.22883338843985518,0.31190829980449386
0.508566075985457,0.7348093671904891
0.5183868546863803,0.10232769831446384
-0.05953215341366713,0.315772110783185
-0.6189323730443244,-0.49438368468482297
-0.5307612194447282,-0.24734444689694043
0.9246865794996695,1.3576976712380642
-0.08151285419859172,-0.5294308181146055
0.3534019909253663,0.3659234585494041
0.47859879041350106,0.524855981589379
0.6175991872339578,0.20869687150472513
0.1300897121185199,0.022398999333586522
0.7275669462996204,0.5438132934492298
-0.11508572851120441,0.3832111562339761
0.17283502240115786,0.38144366283050124
-0.13100450360316968,-0.3029738758154076
1.1321119145508811,0.619309363601275
0.4727603113269691,0.236278117674943
0.06893541190114294,0.2999289883888161
0.1126397845607729,0.42585227882018284
0.05137686540461944,0.4394062683853449
0.8798406076950447,0.9910644403899072
-0.2655100121473095,0.4372004296245502
-0.16321312957807987,0.785975305226422
0.27501691774658543,1.0201476909049303
1.7686717708925104,1.0531982040631616
0.9883595638006692,1.1644379845031285
0.4693186278198164,0.5684071644300098
0.6617554295450048,0.2860132389932216
1.6498030327090554,1.077285776739591
0.06605635667136842,-0.33896288574583666
0.3322287698694011,0.6984418080086474
