timestamp;strompreis_EUR_MWh;waermebedarf_MWth;grid_co2_kg_MWh;outdoor_temp_C;P_buy_MW;P_sell_MW;Q_dump_MWth;hp_main_Q_th_MW;hp_main_Pel_MW;hp_main_on;hp_main_Q_wrg_MW;hp_main_Q_def_MW;hp_main_COP;hp_main_COP_input;hp_main_WRG_ratio;TES_SOC_MWh;TES_charge_MW;TES_discharge_MW;BOILER_MAIN_Q_th_MW;BOILER_MAIN_fuel_MW;grid_co2_kg_MWh;Fuel_CO2_emissions_t_per_step;Grid_CO2_emissions_t_per_step;CO2_BOILER_MAIN_t_per_step;Total_CO2_emissions_t_per_step
2023-01-01T00:00:00;60;50,99342830602247;400;6,975268145173784;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;46,43859345323331;48,88272995077191;0;0;0;400;0;9,989906418217029;0;9,989906418217029
2023-01-01T01:00:00;60;49,72347139765763;410,3527618041009;6,560952610775739;24,936828426184796;0;0;99,84809619722327;24,936828426184796;1;99,84809619722327;0;4,004041512046426;4,004041512046426;1;93,93394959388799;50;0;0;0;410,3527618041009;0;10,23289641531994;0;10,23289641531994
2023-01-01T02:00:00;60;51,29537707620138;420;4,938638989218851;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;140,0726415528424;48,57693195148824;0;0;0;420;0;10,48940173912788;0;10,48940173912788
2023-01-01T03:00:00;60;53,046059712816046;428,2842712474619;5,0698845295323824;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;184,54380678918466;46,82649736894477;0;0;0;428,2842712474619;0;10,696299475391056;0;10,696299475391056
2023-01-01T04:00:00;65;49,53169325055333;434,6410161513775;4,485149892753212;24,889912109407845;0;0;99,66024131725604;24,889912109407845;1;99,66024131725604;0;4,004041512046426;4,004041512046426;1;232,02535240850574;50;0;0;0;434,6410161513775;0;10,818176691151502;0;10,818176691151502
2023-01-01T05:00:00;72,23542864692438;51,41599822539844;438,6370330515628;4,34844815313687;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;278,03458544779534;48,45519534161099;0;0;0;438,6370330515628;0;10,954857279373703;0;10,954857279373703
2023-01-01T06:00:00;80;57,79011075721774;440;4,144584321953909;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;317,98344462104376;42,08069750715075;0;0;0;440;0;10,988897060038731;0;10,988897060038731
2023-01-01T07:00:00;87,76457135307562;58,07129708980944;438,6370330515628;5,329872591088242;14,5348764380986;0;0;58,198248630612284;14,5348764380986;1;58,198248630612284;0;4,004041512046426;4,004041512046426;1;317,95164627658164;0;0;0;0;438,6370330515628;0;6,375535076578637;0;6,375535076578637
2023-01-01T08:00:00;95;56,685471719382136;434,6410161513775;4,083053796521026;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;279,1674513775258;0;36,81477974770671;0;0;434,6410161513775;0;2,1710115384355086;0;2,1710115384355086
2023-01-01T09:00:00;101,21320343559644;61,265916662915096;428,2842712474619;4,613181178939449;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;235,56666857924395;0;41,394222750486904;0;0;428,2842712474619;0;2,1392598950782107;0;2,1392598950782107
2023-01-01T10:00:00;105,98076211353316;59,49493557189459;420;5,188429736787618;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;193,83558092323648;0;39,62215443969206;0;0;420;0;2,0978803478255754;0;2,0978803478255754
2023-01-01T11:00:00;108,97777478867204;60,249766884108126;410,3527618041009;5,94580430511231;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;151,31561387675313;0;40,37555431397146;0;0;410,3527618041009;0;2,049692844439935;0;2,049692844439935
2023-01-01T12:00:00;110;62,77427926901131;400;6,681306436346741;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;106,1439806313164;0;42,89867659984662;0;0;400;0;1,9979812836434052;0;1,9979812836434052
2023-01-01T13:00:00;108,97777478867204;55,65706458213892;389,6472381958992;8,370965400861339;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;68,47203101479928;0;35,7782684575313;0;0;389,6472381958992;0;1,946269722846876;0;1,946269722846876
2023-01-01T14:00:00;105,98076211353316;55,593342302326576;380;9,210252123994929;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;30,872594416105997;0;35,71295992581223;0;0;380;0;1,8980822194612352;0;1,8980822194612352
2023-01-01T15:00:00;101,21320343559644;57,98928631939171;371,7157287525381;8,835947196684904;7,188631659727175;0;0;28,783579580358808;7,188631659727175;1;28,783579580358808;0;4,004041512046426;4,004041512046426;1;0;0;29,32603179883117;0;0;371,7157287525381;0;2,6721274561290542;0;2,6721274561290542
2023-01-01T16:00:00;95;55,16407286306361;365,3589838486225;9,1818984248012;13,806985743957926;0;0;55,28374407504074;13,806985743957926;1;55,28374407504074;0;4,004041512046426;4,004041512046426;1;0;0;0;0;0;365,3589838486225;0;5,044506281424884;0;5,044506281424884
2023-01-01T17:00:00;87,76457135307562;56,88981251468749;361,3629669484373;10,133485257060409;14,237536013560355;0;0;57,00768522755165;14,237536013560355;1;57,00768522755165;0;4,004041512046426;4,004041512046426;1;0;0;0;0;0;361,3629669484373;0;5,144918255895396;0;5,144918255895396
2023-01-01T18:00:00;80;51,82074221874909;360;9,723888477859514;12,971740905598212;0;0;51,93938906952594;12,971740905598212;1;51,93938906952594;0;4,004041512046426;4,004041512046426;1;0;0;0;0;0;360;0;4,669826726015356;0;4,669826726015356
2023-01-01T19:00:00;72,23542864692438;48,832343632274615;361,3629669484373;10,21424338774496;24,71254691405519;0;0;98,95006371227177;24,71254691405519;1;98,95006371227177;0;4,004041512046426;4,004041512046426;1;47,5;50;0;0;0;361,3629669484373;0;8,93019927371543;0;8,93019927371543
2023-01-01T20:00:00;65,00000000000001;52,93129753784312;365,3589838486225;9,699537721778968;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;92,09775910902849;46,95000958845104;0;0;0;365,3589838486225;0;9,124755144256513;0;9,124755144256513
2023-01-01T21:00:00;60;49,54844739902693;371,7157287525381;8,363448286061026;24,892265772446024;0;0;99,66966548176627;24,892265772446024;1;99,66966548176627;0;4,004041512046426;4,004041512046426;1;139,58854933311758;50;0;0;0;371,7157287525381;0;9,252846711906633;0;9,252846711906633
2023-01-01T22:00:00;60;50,13505640937585;380;9,27375260066503;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;186,8327641620717;49,74544598303941;0;0;0;380;0;9,490411097306175;0;9,490411097306175
2023-01-01T23:00:00;60;47,15050362757309;389,6472381958992;8,674395971855324;24,293238151137942;0;0;97,27113401918628;24,293238151137942;1;97,27113401918628;0;4,004041512046426;4,004041512046426;1;234,3140808856555;50;0;0;0;389,6472381958992;0;9,465793152426151;0;9,465793152426151
2023-01-02T00:00:00;60;53,63904318868704;400;6,693605654757807;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;278,21540306726735;46,23658272600045;0;0;0;400;0;9,989906418217029;0;9,989906418217029
2023-01-02T01:00:00;60;55,27730647427467;410,3527618041009;6,029692084724445;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;320,55479293853784;44,597064643765464;0;0;0;410,3527618041009;0;10,248464222199676;0;10,248464222199676
2023-01-02T02:00:00;60;52,12251605644424;420;5,642932695362452;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;365,8863053412765;47,751124086349996;0;0;0;420;0;10,48940173912788;0;10,48940173912788
2023-01-02T03:00:00;60;55,93924504586418;428,2842712474619;5,045908051433869;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;407,5863200950777;43,933266720353025;0;0;0;428,2842712474619;0;10,696299475391056;0;10,696299475391056
2023-01-02T04:00:00;65;53,49840327520299;434,6410161513775;4,7311959249831;24,97476604554257;0;0;100;24,97476604554257;1;100;0;4,004041512046426;4,004041512046426;1;451,6003994639087;46,373513685095226;0;0;0;434,6410161513775;0;10,855057692177542;0;10,855057692177542
2023-01-02T05:00:00;72,23542864692438;56,61222419737883;438,6370330515628;5,107324790515969;23,761118089283237;0;0;95,14050320212733;23,761118089283237;1,0000000000000007;95,14050320212733;0;4,004041512046426;4,004041512046426;1;488,03610093013475;38,40090684860259;0;0;0;438,6370330515628;0;10,422506340671017;0;10,422506340671017
2023-01-02T06:00:00;80;58,19488016331181;440;3,911526386252975;14,566410513719353;0;0;58,32451237844179;14,566410513719353;1;58,32451237844179;0;4,004041512046426;4,004041512046426;1;487,98729732004176;0;0;0;0;440;0;6,409220626036515;0;6,409220626036515
2023-01-02T07:00:00;87,76457135307562;68,62442987553085;438,6370330515628;3,703073898863568;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;436,61801852098137;0;48,754456065862;0;0;438,6370330515628;0;2,1909714558747404;0;2,1909714558747404
2023-01-02T08:00:00;95;64,95275971341724;434,6410161513775;3,712264174639421;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;389,1188108937323;0;45,08276853412717;0;0;434,6410161513775;0;2,1710115384355086;0;2,1710115384355086
2023-01-02T09:00:00;101,21320343559644;63,15002045459793;428,2842712474619;4,513214636469399;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;343,5235669295535;0;43,27851547893499;0;0;428,2842712474619;0;2,1392598950782107;0;2,1392598950782107
2023-01-02T10:00:00;105,98076211353316;71,84023356378896;420;5,483436513563102;5,486180600947682;0;0;21,966894868778326;5,486180600947682;1;21,966894868778326;0;4,004041512046426;4,004041512046426;1;290,8576356254921;0;50;0;0;420;0;2,3041958523980264;0;2,3041958523980264
2023-01-02T11:00:00;108,97777478867204;64,8174829016096;410,3527618041009;7,120821796451332;4,994953209108513;0;0;20;4,994953209108513;1;20;0;4,004041512046426;4,004041512046426;1;243,52218191623032;0;44,9410495484143;0;0;410,3527618041009;0;2,049692844439935;0;2,049692844439935
2023-01-02T12:00:00;110;70,83545438001903;400;6,741194350481914;5,234645659800942;0;0;20,959738522696625;5,234645659800942;1;20,959738522696625;0;4,004041512046426;4,004041512046426;1;190,8662507506703;0;50;0;0;400;0;2,093858263920377;0;2,093858263920377
