delay_h,gap_pct
0.6014237907998785,0.45347293660034926
2.0471836635164484,1.8591846691046356
2.445843594731094,1.5531966576807132
0.21188713265058373,-0.5372480648703191
0.676911729852078,0.41535468313941726
3.720022989545441,2.7997912621177767
0.37464024700136767,0.5491185818082984
0.6061184026572621,-0.4573956672768627
3.7984809678379228,2.4079783090925644
2.525346011905893,1.301193329166877
1.539073182546185,0.06425112292052226
2.094421085032724,1.4387541456246773
2.685087514815517,2.1119721181001756
1.1737043814684043,0.2695684894368203
0.6380754841811258,0.90328392459298
3.173354418565568,2.6496457031826726
2.7144062779996867,2.185213261817517
2.0982910225843256,1.5794863637879455
3.2852721002816665,2.806052462449651
2.241393548593103,0.8271249191029313
3.9255631932594914,3.1474153837325254
0.897586899187175,0.719457936116464
2.2595484151743883,0.6237794435680232
1.9861363180012122,1.4624241054281597
1.4777719347357476,0.7570068744336138
2.40722168540127,2.0165386963518657
1.017674803503564,0.2946087489840171
3.2285904667360854,2.273751944564318
3.482600852185417,2.657506440407162
0.602162717788619,-0.25640067014120865
1.9215855062792575,1.536566729113598
1.180865080881447,0.5922104704433234
0.42415629116744535,0.2855663447735778
3.5941828021764333,2.3144274885727527
1.7767998989865579,1.6645406908280052
0.6759960698521669,0.5433978450964707
